Theta            Phi               dBi                 abs_theta              phase_theta      abs_phi                phase_phi         ax_ratio
 -10.000          65.000            5.769e+00          -2.002e+00             103.731           4.975e+00             284.785           4.000e+01     
  -5.000          65.000            5.860e+00          -1.742e+00              93.571           5.031e+00             274.160           4.000e+01     
   0.000          65.000            5.889e+00          -1.587e+00              83.053           5.034e+00             263.092           4.000e+01     
   5.000          65.000            5.871e+00          -1.526e+00              72.326           4.998e+00             251.729           4.000e+01     
  10.000          65.000            5.813e+00          -1.552e+00              61.567           4.933e+00             240.262           4.000e+01     
  15.000          65.000            5.715e+00          -1.665e+00              50.961           4.838e+00             228.902           3.715e+01     
  20.000          65.000            5.568e+00          -1.871e+00              40.674           4.704e+00             217.838           3.441e+01     
  25.000          65.000            5.360e+00          -2.178e+00              30.839           4.518e+00             207.215           3.236e+01     
  30.000          65.000            5.077e+00          -2.594e+00              21.550           4.263e+00             197.121           3.072e+01     
  35.000          65.000            4.707e+00          -3.124e+00              12.871           3.925e+00             187.599           2.934e+01     
  40.000          65.000            4.243e+00          -3.771e+00               4.845           3.497e+00             178.658           2.810e+01     
