Theta            Phi               dBi                 abs_theta              phase_theta      abs_phi                phase_phi         ax_ratio
 -85.000         -15.000           -6.133e+00          -9.017e+00             335.970          -9.274e+00             328.900           2.419e+01     
 -80.000         -15.000           -4.377e+00          -6.444e+00             332.692          -8.593e+00             328.206           2.841e+01     
 -75.000         -15.000           -2.721e+00          -4.275e+00             328.747          -7.940e+00             326.125           3.356e+01     
 -70.000         -15.000           -1.204e+00          -2.416e+00             323.844          -7.340e+00             322.557           4.000e+01     
 -65.000         -15.000            1.453e-01          -8.297e-01             317.785          -6.821e+00             317.425           4.000e+01     
 -60.000         -15.000            1.299e+00           4.938e-01             310.382          -6.415e+00             310.633           4.000e+01     
 -55.000         -15.000            2.232e+00           1.551e+00             301.407          -6.153e+00             302.020           4.000e+01     
 -50.000         -15.000            2.926e+00           2.339e+00             290.553          -6.056e+00             291.334           4.000e+01     
 -45.000         -15.000            3.389e+00           2.873e+00             277.409          -6.118e+00             278.213           4.000e+01     
 -40.000         -15.000            3.674e+00           3.213e+00             261.543          -6.290e+00             262.276           4.000e+01     
 -35.000         -15.000            3.895e+00           3.475e+00             242.751          -6.461e+00             243.377           4.000e+01     
 -30.000         -15.000            4.197e+00           3.809e+00             221.471          -6.489e+00             222.007           4.000e+01     
 -25.000         -15.000            4.655e+00           4.292e+00             198.893          -6.312e+00             199.377           4.000e+01     
 -20.000         -15.000            5.191e+00           4.849e+00             176.249          -6.013e+00             176.693           4.000e+01     
 -15.000         -15.000            5.638e+00           5.312e+00             153.940          -5.761e+00             154.319           4.000e+01     
 -10.000         -15.000            5.876e+00           5.561e+00             131.457          -5.677e+00             131.734           4.000e+01     
  -5.000         -15.000            5.914e+00           5.607e+00             107.967          -5.750e+00             108.102           4.000e+01     
   0.000         -15.000            5.889e+00           5.588e+00              83.089          -5.842e+00              83.030           4.000e+01     
   5.000         -15.000            5.965e+00           5.665e+00              57.506          -5.789e+00              57.189           4.000e+01     
  10.000         -15.000            6.163e+00           5.861e+00              32.663          -5.564e+00              32.043           4.000e+01     
  15.000         -15.000            6.340e+00           6.032e+00               9.547          -5.312e+00               8.623           4.000e+01     
  20.000         -15.000            6.327e+00           6.011e+00             348.093          -5.210e+00             346.873           4.000e+01     
  25.000         -15.000            6.049e+00           5.722e+00             327.596          -5.340e+00             326.036           4.000e+01     
  30.000         -15.000            5.549e+00           5.207e+00             307.353          -5.661e+00             305.296           4.000e+01     
  35.000         -15.000            4.946e+00           4.585e+00             287.126          -6.036e+00             284.293           3.746e+01     
  40.000         -15.000            4.369e+00           3.980e+00             267.379          -6.310e+00             263.480           3.441e+01     
  45.000         -15.000            3.866e+00           3.438e+00             249.051          -6.409e+00             243.966           3.175e+01     
  50.000         -15.000            3.388e+00           2.905e+00             232.970          -6.389e+00             226.799           2.962e+01     
  55.000         -15.000            2.842e+00           2.286e+00             219.477          -6.363e+00             212.414           2.795e+01     
  60.000         -15.000            2.152e+00           1.503e+00             208.496          -6.425e+00             200.698           2.656e+01     
  65.000         -15.000            1.284e+00           5.150e-01             199.783          -6.614e+00             191.320           2.528e+01     
  70.000         -15.000            2.368e-01          -6.885e-01             193.102          -6.933e+00             183.944           2.402e+01     
  75.000         -15.000           -9.723e-01          -2.106e+00             188.308          -7.361e+00             178.301           2.268e+01     
  80.000         -15.000           -2.317e+00          -3.734e+00             185.378          -7.871e+00             174.187           2.114e+01     
  85.000         -15.000           -3.769e+00          -5.583e+00             184.467          -8.436e+00             171.426           1.931e+01     
  90.000         -15.000           -5.290e+00          -7.670e+00             186.023          -9.038e+00             169.832           1.705e+01     
  95.000         -15.000           -6.827e+00          -1.001e+01             191.081          -9.674e+00             169.179           1.427e+01     
 100.000         -15.000           -8.280e+00          -1.248e+01             201.722          -1.036e+01             169.175           1.100e+01     
 105.000         -15.000           -9.482e+00          -1.451e+01             220.499          -1.112e+01             169.449           7.393e+00     
 110.000         -15.000           -1.022e+01          -1.488e+01             244.377          -1.203e+01             169.508           3.695e+00     
 115.000         -15.000           -1.033e+01          -1.351e+01             262.695          -1.318e+01             168.670           6.982e-01     
 120.000         -15.000           -9.850e+00          -1.160e+01             271.881          -1.464e+01             165.859           3.943e+00     
 125.000         -15.000           -8.932e+00          -9.773e+00             274.897          -1.647e+01             159.211           8.012e+00     
 130.000         -15.000           -7.776e+00          -8.167e+00             274.767          -1.843e+01             145.870           1.278e+01     
 135.000         -15.000           -6.599e+00          -6.823e+00             273.656          -1.960e+01             125.097           1.876e+01     
 140.000         -15.000           -5.623e+00          -5.817e+00             273.161          -1.923e+01             105.283           2.734e+01     
 145.000         -15.000           -5.059e+00          -5.270e+00             274.553          -1.829e+01              94.876           4.000e+01     
 150.000         -15.000           -5.080e+00          -5.314e+00             279.145          -1.788e+01              93.922           3.385e+01     
 155.000         -15.000           -5.778e+00          -6.023e+00             288.912          -1.838e+01             101.701           3.087e+01     
 160.000         -15.000           -6.930e+00          -7.174e+00             307.057          -1.955e+01             120.521           3.173e+01     
 165.000         -15.000           -7.509e+00          -7.757e+00             335.108          -2.006e+01             151.842           3.769e+01     
 170.000         -15.000           -6.540e+00          -6.812e+00               4.441          -1.870e+01             183.648           4.000e+01     
 175.000         -15.000           -5.051e+00          -5.343e+00              26.179          -1.691e+01             205.793           4.000e+01     
-180.000         -10.000           -4.197e+00          -4.331e+00              42.023          -1.937e+01             221.513           4.000e+01     
-175.000         -10.000           -4.337e+00          -4.473e+00              56.369          -1.943e+01             236.025           4.000e+01     
-170.000         -10.000           -5.480e+00          -5.619e+00              72.725          -2.049e+01             252.703           4.000e+01     
-165.000         -10.000           -7.235e+00          -7.380e+00              95.216          -2.208e+01             275.189           4.000e+01     
-160.000         -10.000           -8.428e+00          -8.579e+00             125.061          -2.310e+01             303.721           4.000e+01     
-155.000         -10.000           -8.176e+00          -8.327e+00             152.943          -2.284e+01             329.345           3.886e+01     
-150.000         -10.000           -7.492e+00          -7.642e+00             170.805          -2.218e+01             344.759           3.438e+01     
-145.000         -10.000           -7.327e+00          -7.483e+00             180.195          -2.186e+01             350.548           3.020e+01     
-140.000         -10.000           -7.871e+00          -8.048e+00             183.859          -2.186e+01             348.523           2.569e+01     
-135.000         -10.000           -9.002e+00          -9.243e+00             183.216          -2.169e+01             340.748           2.122e+01     
-130.000         -10.000           -1.049e+01          -1.090e+01             179.015          -2.097e+01             331.229           1.736e+01     
-125.000         -10.000           -1.205e+01          -1.285e+01             172.091          -1.979e+01             324.089           1.483e+01     
-120.000         -10.000           -1.347e+01          -1.511e+01             163.542          -1.852e+01             320.647           1.458e+01     
-115.000         -10.000           -1.467e+01          -1.802e+01             153.720          -1.737e+01             320.208           1.855e+01     
-110.000         -10.000           -1.548e+01          -2.267e+01             138.511          -1.640e+01             321.690           3.323e+01     
-105.000         -10.000           -1.541e+01          -2.987e+01              76.795          -1.557e+01             324.179           1.505e+01     
-100.000         -10.000           -1.409e+01          -2.222e+01               4.182          -1.482e+01             326.962           1.278e+01     
 -95.000         -10.000           -1.194e+01          -1.599e+01             350.207          -1.411e+01             329.470           1.497e+01     
 -90.000         -10.000           -9.565e+00          -1.188e+01             344.563          -1.341e+01             331.251           1.880e+01     
 -85.000         -10.000           -7.283e+00          -8.750e+00             340.712          -1.271e+01             331.966           2.321e+01     
 -80.000         -10.000           -5.184e+00          -6.194e+00             337.006          -1.202e+01             331.384           2.801e+01     
 -75.000         -10.000           -3.284e+00          -4.022e+00             332.768          -1.134e+01             329.362           3.332e+01     
 -70.000         -10.000           -1.585e+00          -2.150e+00             327.648          -1.072e+01             325.820           3.962e+01     
 -65.000         -10.000           -9.468e-02          -5.437e-01             321.420          -1.017e+01             320.694           4.000e+01     
 -60.000         -10.000            1.170e+00           8.030e-01             313.895          -9.741e+00             313.908           4.000e+01     
 -55.000         -10.000            2.190e+00           1.882e+00             304.847          -9.457e+00             305.314           4.000e+01     
 -50.000         -10.000            2.948e+00           2.685e+00             293.967          -9.347e+00             294.665           4.000e+01     
 -45.000         -10.000            3.451e+00           3.220e+00             280.829          -9.412e+00             281.585           4.000e+01     
 -40.000         -10.000            3.745e+00           3.540e+00             264.957          -9.607e+00             265.650           4.000e+01     
 -35.000         -10.000            3.946e+00           3.759e+00             246.058          -9.820e+00             246.634           4.000e+01     
 -30.000         -10.000            4.212e+00           4.040e+00             224.465          -9.900e+00             224.945           4.000e+01     
 -25.000         -10.000            4.643e+00           4.482e+00             201.374          -9.759e+00             201.814           4.000e+01     
 -20.000         -10.000            5.175e+00           5.023e+00             178.151          -9.475e+00             178.569           4.000e+01     
 -15.000         -10.000            5.631e+00           5.487e+00             155.319          -9.224e+00             155.679           4.000e+01     
 -10.000         -10.000            5.877e+00           5.738e+00             132.382          -9.137e+00             132.631           4.000e+01     
  -5.000         -10.000            5.916e+00           5.780e+00             108.451          -9.211e+00             108.549           4.000e+01     
   0.000         -10.000            5.889e+00           5.756e+00              83.087          -9.304e+00              83.001           4.000e+01     
   5.000         -10.000            5.970e+00           5.837e+00              56.999          -9.246e+00              56.678           4.000e+01     
  10.000         -10.000            6.179e+00           6.045e+00              31.702          -9.010e+00              31.093           4.000e+01     
  15.000         -10.000            6.361e+00           6.225e+00               8.208          -8.751e+00               7.287           4.000e+01     
  20.000         -10.000            6.342e+00           6.202e+00             346.394          -8.650e+00             345.160           4.000e+01     
  25.000         -10.000            6.049e+00           5.904e+00             325.484          -8.785e+00             323.901           4.000e+01     
  30.000         -10.000            5.538e+00           5.387e+00             304.747          -9.105e+00             302.667           4.000e+01     
  35.000         -10.000            4.941e+00           4.780e+00             284.001          -9.460e+00             281.148           4.000e+01     
  40.000         -10.000            4.386e+00           4.213e+00             263.831          -9.689e+00             259.928           3.759e+01     
  45.000         -10.000            3.907e+00           3.715e+00             245.272          -9.733e+00             240.231           3.495e+01     
  50.000         -10.000            3.434e+00           3.216e+00             229.140          -9.670e+00             223.102           3.288e+01     
  55.000         -10.000            2.862e+00           2.610e+00             215.691          -9.625e+00             208.880           3.125e+01     
  60.000         -10.000            2.116e+00           1.820e+00             204.767          -9.689e+00             197.368           2.990e+01     
  65.000         -10.000            1.166e+00           8.121e-01             196.076          -9.894e+00             188.192           2.866e+01     
  70.000         -10.000            1.170e-02          -4.193e-01             189.360          -1.024e+01             181.005           2.742e+01     
  75.000         -10.000           -1.333e+00          -1.868e+00             184.457          -1.069e+01             175.545           2.607e+01     
  80.000         -10.000           -2.849e+00          -3.532e+00             181.330          -1.122e+01             171.623           2.448e+01     
  85.000         -10.000           -4.521e+00          -5.422e+00             180.098          -1.179e+01             169.073           2.249e+01     
  90.000         -10.000           -6.336e+00          -7.572e+00             181.160          -1.240e+01             167.719           1.988e+01     
  95.000         -10.000           -8.259e+00          -1.002e+01             185.510          -1.302e+01             167.338           1.645e+01     
 100.000         -10.000           -1.018e+01          -1.275e+01             195.423          -1.368e+01             167.638           1.219e+01     
 105.000         -10.000           -1.178e+01          -1.521e+01             214.733          -1.440e+01             168.241           7.394e+00     
 110.000         -10.000           -1.254e+01          -1.586e+01             241.995          -1.526e+01             168.665           2.634e+00     
 115.000         -10.000           -1.218e+01          -1.428e+01             263.189          -1.633e+01             168.247           2.189e+00     
 120.000         -10.000           -1.103e+01          -1.208e+01             273.106          -1.773e+01             165.972           6.312e+00     
 125.000         -10.000           -9.573e+00          -1.004e+01             275.914          -1.950e+01             160.089           1.058e+01     
 130.000         -10.000           -8.075e+00          -8.278e+00             275.305          -2.148e+01             147.772           1.537e+01     
 135.000         -10.000           -6.698e+00          -6.806e+00             273.681          -2.281e+01             127.539           2.124e+01     
 140.000         -10.000           -5.601e+00          -5.688e+00             272.721          -2.260e+01             106.821           2.934e+01     
 145.000         -10.000           -4.952e+00          -5.045e+00             273.701          -2.166e+01              95.164           4.000e+01     
 150.000         -10.000           -4.913e+00          -5.017e+00             277.887          -2.119e+01              93.276           3.827e+01     
 155.000         -10.000           -5.581e+00          -5.690e+00             287.192          -2.164e+01             100.254           3.453e+01     
 160.000         -10.000           -6.772e+00          -6.880e+00             304.880          -2.286e+01             118.314           3.503e+01     
 165.000         -10.000           -7.478e+00          -7.587e+00             333.064          -2.353e+01             149.657           4.000e+01     
 170.000         -10.000           -6.582e+00          -6.702e+00               3.340          -2.223e+01             182.515           4.000e+01     
 175.000         -10.000           -5.072e+00          -5.202e+00              25.801          -2.039e+01             205.333           4.000e+01     
-180.000          -5.000           -4.197e+00          -4.231e+00              42.015          -2.532e+01             221.014           4.000e+01     
-175.000          -5.000           -4.343e+00          -4.377e+00              56.536          -2.541e+01             235.604           4.000e+01     
-170.000          -5.000           -5.509e+00          -5.544e+00              73.165          -2.650e+01             252.659           4.000e+01     
-165.000          -5.000           -7.277e+00          -7.313e+00              96.167          -2.810e+01             275.977           4.000e+01     
-160.000          -5.000           -8.409e+00          -8.447e+00             126.513          -2.900e+01             305.239           4.000e+01     
-155.000          -5.000           -8.071e+00          -8.110e+00             154.236          -2.861e+01             330.626           4.000e+01     
-150.000          -5.000           -7.371e+00          -7.409e+00             171.635          -2.794e+01             345.506           4.000e+01     
-145.000          -5.000           -7.238e+00          -7.278e+00             180.610          -2.769e+01             350.945           3.599e+01     
-140.000          -5.000           -7.840e+00          -7.884e+00             183.897          -2.776e+01             348.679           3.157e+01     
-135.000          -5.000           -9.061e+00          -9.122e+00             182.844          -2.764e+01             340.686           2.709e+01     
-130.000          -5.000           -1.070e+01          -1.081e+01             178.157          -2.692e+01             331.084           2.312e+01     
-125.000          -5.000           -1.256e+01          -1.277e+01             170.664          -2.574e+01             324.089           2.030e+01     
-120.000          -5.000           -1.455e+01          -1.501e+01             161.439          -2.446e+01             320.932           1.939e+01     
-115.000          -5.000           -1.679e+01          -1.788e+01             150.602          -2.332e+01             320.810           2.297e+01     
-110.000          -5.000           -1.931e+01          -2.229e+01             133.151          -2.235e+01             322.592           2.166e+01     
-105.000          -5.000           -2.061e+01          -2.781e+01              74.125          -2.153e+01             325.352           7.016e+00     
-100.000          -5.000           -1.814e+01          -2.154e+01              10.090          -2.079e+01             328.366           8.423e+00     
 -95.000          -5.000           -1.435e+01          -1.570e+01             354.317          -2.008e+01             331.064           1.488e+01     
 -90.000          -5.000           -1.100e+01          -1.168e+01             347.846          -1.938e+01             332.991           2.081e+01     
 -85.000          -5.000           -8.187e+00          -8.593e+00             343.576          -1.868e+01             333.809           2.628e+01     
 -80.000          -5.000           -5.779e+00          -6.050e+00             339.616          -1.797e+01             333.292           3.161e+01     
 -75.000          -5.000           -3.685e+00          -3.879e+00             335.200          -1.728e+01             331.304           3.715e+01     
 -70.000          -5.000           -1.852e+00          -1.999e+00             329.939          -1.664e+01             327.775           4.000e+01     
 -65.000          -5.000           -2.649e-01          -3.803e-01             323.604          -1.608e+01             322.660           4.000e+01     
 -60.000          -5.000            1.075e+00           9.811e-01             315.996          -1.563e+01             315.884           4.000e+01     
 -55.000          -5.000            2.152e+00           2.074e+00             306.895          -1.534e+01             307.306           4.000e+01     
 -50.000          -5.000            2.954e+00           2.888e+00             295.992          -1.523e+01             296.673           4.000e+01     
 -45.000          -5.000            3.484e+00           3.426e+00             282.857          -1.530e+01             283.598           4.000e+01     
 -40.000          -5.000            3.787e+00           3.736e+00             266.986          -1.551e+01             267.627           4.000e+01     
 -35.000          -5.000            3.978e+00           3.931e+00             248.032          -1.575e+01             248.503           4.000e+01     
 -30.000          -5.000            4.223e+00           4.180e+00             226.266          -1.585e+01             226.617           4.000e+01     
 -25.000          -5.000            4.637e+00           4.597e+00             202.874          -1.573e+01             203.219           4.000e+01     
 -20.000          -5.000            5.165e+00           5.127e+00             179.302          -1.545e+01             179.677           4.000e+01     
 -15.000          -5.000            5.627e+00           5.591e+00             156.151          -1.521e+01             156.482           4.000e+01     
 -10.000          -5.000            5.878e+00           5.843e+00             132.939          -1.512e+01             133.124           4.000e+01     
  -5.000          -5.000            5.917e+00           5.883e+00             108.741          -1.519e+01             108.739           4.000e+01     
   0.000          -5.000            5.889e+00           5.856e+00              83.086          -1.528e+01              82.917           4.000e+01     
   5.000          -5.000            5.973e+00           5.939e+00              56.692          -1.522e+01              56.348           4.000e+01     
  10.000          -5.000            6.188e+00           6.155e+00              31.124          -1.498e+01              30.517           4.000e+01     
  15.000          -5.000            6.374e+00           6.340e+00               7.403          -1.472e+01               6.443           4.000e+01     
  20.000          -5.000            6.350e+00           6.315e+00             345.370          -1.462e+01             344.036           4.000e+01     
  25.000          -5.000            6.049e+00           6.013e+00             324.206          -1.475e+01             322.497           4.000e+01     
  30.000          -5.000            5.532e+00           5.494e+00             303.166          -1.506e+01             300.993           4.000e+01     
  35.000          -5.000            4.939e+00           4.899e+00             282.106          -1.541e+01             279.218           4.000e+01     
  40.000          -5.000            4.399e+00           4.355e+00             261.693          -1.561e+01             257.786           4.000e+01     
  45.000          -5.000            3.933e+00           3.884e+00             243.014          -1.564e+01             237.969           4.000e+01     
  50.000          -5.000            3.458e+00           3.403e+00             226.868          -1.555e+01             220.824           3.862e+01     
  55.000          -5.000            2.866e+00           2.802e+00             213.451          -1.550e+01             206.668           3.698e+01     
  60.000          -5.000            2.081e+00           2.005e+00             202.561          -1.556e+01             195.270           3.564e+01     
  65.000          -5.000            1.074e+00           9.834e-01             193.879          -1.577e+01             186.227           3.444e+01     
  70.000          -5.000           -1.547e-01          -2.661e-01             187.133          -1.612e+01             179.179           3.325e+01     
  75.000          -5.000           -1.595e+00          -1.735e+00             182.159          -1.659e+01             173.863           3.194e+01     
  80.000          -5.000           -3.239e+00          -3.420e+00             178.902          -1.713e+01             170.087           3.036e+01     
  85.000          -5.000           -5.090e+00          -5.334e+00             177.463          -1.772e+01             167.695           2.827e+01     
  90.000          -5.000           -7.169e+00          -7.516e+00             178.202          -1.832e+01             166.514           2.534e+01     
  95.000          -5.000           -9.506e+00          -1.003e+01             182.065          -1.894e+01             166.321           2.123e+01     
 100.000          -5.000           -1.205e+01          -1.290e+01             191.376          -1.958e+01             166.822           1.577e+01     
 105.000          -5.000           -1.438e+01          -1.567e+01             210.767          -2.028e+01             167.633           9.589e+00     
 110.000          -5.000           -1.525e+01          -1.655e+01             240.387          -2.111e+01             168.269           5.385e+00     
 115.000          -5.000           -1.408e+01          -1.481e+01             263.717          -2.214e+01             168.079           7.386e+00     
 120.000          -5.000           -1.207e+01          -1.240e+01             274.077          -2.348e+01             166.074           1.159e+01     
 125.000          -5.000           -1.008e+01          -1.022e+01             276.692          -2.521e+01             160.571           1.598e+01     
 130.000          -5.000           -8.304e+00          -8.360e+00             275.742          -2.717e+01             148.813           2.080e+01     
 135.000          -5.000           -6.779e+00          -6.808e+00             273.773          -2.858e+01             129.021           2.658e+01     
 140.000          -5.000           -5.598e+00          -5.620e+00             272.513          -2.847e+01             107.912           3.441e+01     
 145.000          -5.000           -4.894e+00          -4.917e+00             273.236          -2.755e+01              95.449           4.000e+01     
 150.000          -5.000           -4.816e+00          -4.842e+00             277.176          -2.706e+01              92.843           4.000e+01     
 155.000          -5.000           -5.464e+00          -5.491e+00             286.203          -2.751e+01              99.180           4.000e+01     
 160.000          -5.000           -6.673e+00          -6.700e+00             303.604          -2.878e+01             116.713           4.000e+01     
 165.000          -5.000           -7.455e+00          -7.482e+00             331.830          -2.956e+01             148.215           4.000e+01     
 170.000          -5.000           -6.607e+00          -6.636e+00               2.665          -2.826e+01             181.788           4.000e+01     
 175.000          -5.000           -5.085e+00          -5.117e+00              25.569          -2.637e+01             204.839           4.000e+01     
-180.000           0.000           -4.197e+00          -4.197e+00              42.007          -5.976e+01             155.485           4.000e+01     
-175.000           0.000           -4.345e+00          -4.345e+00              56.586          -5.888e+01             159.423           4.000e+01     
-170.000           0.000           -5.519e+00          -5.519e+00              73.307          -6.200e+01             166.149           4.000e+01     
-165.000           0.000           -7.291e+00          -7.291e+00              96.482          -7.382e+01             212.150           4.000e+01     
-160.000           0.000           -8.403e+00          -8.403e+00             126.993          -6.485e+01             322.543           4.000e+01     
-155.000           0.000           -8.037e+00          -8.037e+00             154.656          -6.076e+01             333.471           4.000e+01     
-150.000           0.000           -7.332e+00          -7.332e+00             171.895          -6.186e+01             341.292           4.000e+01     
-145.000           0.000           -7.210e+00          -7.210e+00             180.728          -6.965e+01               6.974           4.000e+01     
-140.000           0.000           -7.830e+00          -7.830e+00             183.883          -6.633e+01             129.473           4.000e+01     
-135.000           0.000           -9.082e+00          -9.082e+00             182.685          -5.916e+01             145.164           4.000e+01     
-130.000           0.000           -1.078e+01          -1.078e+01             177.826          -5.650e+01             149.922           4.000e+01     
-125.000           0.000           -1.274e+01          -1.274e+01             170.135          -5.596e+01             152.688           4.000e+01     
-120.000           0.000           -1.498e+01          -1.498e+01             160.681          -5.687e+01             154.875           4.000e+01     
-115.000           0.000           -1.782e+01          -1.782e+01             149.514          -5.904e+01             157.068           4.000e+01     
-110.000           0.000           -2.214e+01          -2.214e+01             131.395          -6.257e+01             159.950           4.000e+01     
-105.000           0.000           -2.718e+01          -2.718e+01              73.567          -6.828e+01             165.782           4.000e+01     
-100.000           0.000           -2.131e+01          -2.131e+01              11.969          -8.036e+01             202.264           4.000e+01     
 -95.000           0.000           -1.560e+01          -1.560e+01             355.683          -7.381e+01             316.109           4.000e+01     
 -90.000           0.000           -1.162e+01          -1.162e+01             348.947          -6.775e+01             325.861           4.000e+01     
 -85.000           0.000           -8.540e+00          -8.540e+00             344.537          -6.464e+01             327.953           4.000e+01     
 -80.000           0.000           -6.002e+00          -6.002e+00             340.492          -6.265e+01             328.147           4.000e+01     
 -75.000           0.000           -3.831e+00          -3.831e+00             336.015          -6.132e+01             327.629           4.000e+01     
 -70.000           0.000           -1.949e+00          -1.949e+00             330.707          -6.056e+01             326.993           4.000e+01     
 -65.000           0.000           -3.265e-01          -3.265e-01             324.333          -6.046e+01             326.709           4.000e+01     
 -60.000           0.000            1.040e+00           1.040e+00             316.696          -6.123e+01             327.289           4.000e+01     
 -55.000           0.000            2.138e+00           2.138e+00             307.576          -6.339e+01             329.694           4.000e+01     
 -50.000           0.000            2.955e+00           2.955e+00             296.664          -6.823e+01             337.750           4.000e+01     
 -45.000           0.000            3.494e+00           3.494e+00             283.528          -7.907e+01              46.921           4.000e+01     
 -40.000           0.000            3.801e+00           3.801e+00             267.658          -6.894e+01             126.970           4.000e+01     
 -35.000           0.000            3.989e+00           3.989e+00             248.687          -6.438e+01             137.744           4.000e+01     
 -30.000           0.000            4.227e+00           4.227e+00             226.866          -6.322e+01             143.415           4.000e+01     
 -25.000           0.000            4.634e+00           4.634e+00             203.376          -6.455e+01             147.161           4.000e+01     
 -20.000           0.000            5.161e+00           5.161e+00             179.687          -6.906e+01             144.311           4.000e+01     
 -15.000           0.000            5.625e+00           5.625e+00             156.429          -7.635e+01              83.407           4.000e+01     
 -10.000           0.000            5.878e+00           5.878e+00             133.124          -6.844e+01              33.100           4.000e+01     
  -5.000           0.000            5.917e+00           5.917e+00             108.837          -6.417e+01              33.273           4.000e+01     
   0.000           0.000            5.889e+00           5.889e+00              83.085          -6.288e+01              38.081           4.000e+01     
   5.000           0.000            5.974e+00           5.974e+00              56.590          -6.436e+01              40.063           4.000e+01     
  10.000           0.000            6.192e+00           6.192e+00              30.931          -7.058e+01              23.682           4.000e+01     
  15.000           0.000            6.379e+00           6.379e+00               7.134          -6.982e+01             282.370           4.000e+01     
  20.000           0.000            6.353e+00           6.353e+00             345.027          -6.239e+01             264.406           4.000e+01     
  25.000           0.000            6.049e+00           6.049e+00             323.775          -5.974e+01             262.690           4.000e+01     
  30.000           0.000            5.529e+00           5.529e+00             302.632          -5.996e+01             263.168           4.000e+01     
  35.000           0.000            4.938e+00           4.938e+00             281.467          -6.321e+01             262.916           4.000e+01     
  40.000           0.000            4.403e+00           4.403e+00             260.975          -7.346e+01             249.210           4.000e+01     
  45.000           0.000            3.941e+00           3.941e+00             242.259          -6.965e+01             110.581           4.000e+01     
  50.000           0.000            3.465e+00           3.465e+00             226.110          -6.275e+01             106.282           4.000e+01     
  55.000           0.000            2.864e+00           2.864e+00             212.705          -6.035e+01             109.386           4.000e+01     
  60.000           0.000            2.065e+00           2.065e+00             201.825          -5.979e+01             114.953           4.000e+01     
  65.000           0.000            1.038e+00           1.038e+00             193.144          -6.029e+01             122.785           4.000e+01     
  70.000           0.000           -2.182e-01          -2.182e-01             186.387          -6.136e+01             133.292           4.000e+01     
  75.000           0.000           -1.694e+00          -1.694e+00             181.386          -6.256e+01             146.647           4.000e+01     
  80.000           0.000           -3.386e+00          -3.386e+00             178.084          -6.347e+01             161.911           4.000e+01     
  85.000           0.000           -5.307e+00          -5.307e+00             176.572          -6.391e+01             176.955           4.000e+01     
  90.000           0.000           -7.499e+00          -7.499e+00             177.198          -6.397e+01             189.948           4.000e+01     
  95.000           0.000           -1.003e+01          -1.003e+01             180.887          -6.394e+01             200.358           4.000e+01     
 100.000           0.000           -1.295e+01          -1.295e+01             189.966          -6.404e+01             208.285           4.000e+01     
 105.000           0.000           -1.582e+01          -1.582e+01             209.317          -6.446e+01             213.471           4.000e+01     
 110.000           0.000           -1.680e+01          -1.680e+01             239.765          -6.538e+01             214.519           4.000e+01     
 115.000           0.000           -1.500e+01          -1.500e+01             263.887          -6.683e+01             207.854           4.000e+01     
 120.000           0.000           -1.251e+01          -1.251e+01             274.401          -6.809e+01             187.826           4.000e+01     
 125.000           0.000           -1.028e+01          -1.028e+01             276.949          -6.720e+01             159.744           4.000e+01     
 130.000           0.000           -8.387e+00          -8.387e+00             275.887          -6.493e+01             140.925           4.000e+01     
 135.000           0.000           -6.807e+00          -6.807e+00             273.807          -6.348e+01             130.858           4.000e+01     
 140.000           0.000           -5.596e+00          -5.596e+00             272.450          -6.379e+01             122.603           4.000e+01     
 145.000           0.000           -4.873e+00          -4.873e+00             273.090          -6.657e+01             107.011           4.000e+01     
 150.000           0.000           -4.782e+00          -4.782e+00             276.949          -7.041e+01              55.812           4.000e+01     
 155.000           0.000           -5.423e+00          -5.423e+00             285.884          -6.649e+01               3.410           4.000e+01     
 160.000           0.000           -6.638e+00          -6.638e+00             303.186          -6.395e+01             349.738           4.000e+01     
 165.000           0.000           -7.444e+00          -7.444e+00             331.416          -6.581e+01             348.532           4.000e+01     
 170.000           0.000           -6.613e+00          -6.613e+00               2.433          -7.932e+01              32.560           4.000e+01     
 175.000           0.000           -5.089e+00          -5.089e+00              25.487          -6.525e+01             149.386           4.000e+01     
-180.000           5.000           -4.197e+00          -4.230e+00              42.000          -2.546e+01              43.016           4.000e+01     
-175.000           5.000           -4.344e+00          -4.377e+00              56.520          -2.549e+01              57.979           4.000e+01     
-170.000           5.000           -5.510e+00          -5.544e+00              73.148          -2.651e+01              74.579           4.000e+01     
-165.000           5.000           -7.279e+00          -7.315e+00              96.152          -2.814e+01              96.514           4.000e+01     
-160.000           5.000           -8.413e+00          -8.449e+00             126.506          -2.927e+01             124.673           4.000e+01     
-155.000           5.000           -8.075e+00          -8.110e+00             154.227          -2.905e+01             150.460           4.000e+01     
-150.000           5.000           -7.373e+00          -7.408e+00             171.613          -2.830e+01             165.647           4.000e+01     
-145.000           5.000           -7.238e+00          -7.276e+00             180.571          -2.783e+01             170.644           3.589e+01     
-140.000           5.000           -7.836e+00          -7.882e+00             183.839          -2.760e+01             167.787           3.097e+01     
-135.000           5.000           -9.052e+00          -9.119e+00             182.766          -2.721e+01             159.847           2.640e+01     
-130.000           5.000           -1.068e+01          -1.080e+01             178.058          -2.637e+01             150.942           2.258e+01     
-125.000           5.000           -1.252e+01          -1.276e+01             170.547          -2.522e+01             144.525           2.001e+01     
-120.000           5.000           -1.449e+01          -1.500e+01             161.310          -2.406e+01             141.516           1.938e+01     
-115.000           5.000           -1.671e+01          -1.786e+01             150.469          -2.304e+01             141.286           2.338e+01     
